SampleID,Year,Lake,Site,CollectionDate,Location,Depth,Taxon,N,Length,Weight,Tissue,GutID,FishID,VolumeFiltered,Isotopes,Type,Comments
V-0423,2012,Ward,B,16-Jul-12,NA,NA,Potamogeton pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0424,2012,Ward,C,16-Jul-12,NA,NA,Potamogeton pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0425,2012,Ward,A,16-Jul-12,NA,NA,Brasenia schreberi,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0426,2012,Ward,B,16-Jul-12,NA,NA,Brasenia schreberi,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0427,2012,Ward,C,16-Jul-12,NA,NA,Brasenia schreberi,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0428,2012,Ward,A,16-Jul-12,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0429,2012,Ward,B,16-Jul-12,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0430,2012,Ward,C,16-Jul-12,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0431,2012,Ward,A,16-Jul-12,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0432,2012,Ward,B,16-Jul-12,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0433,2012,Ward,C,16-Jul-12,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0434,2012,Ward,A,16-Jul-12,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0435,2012,Ward,A,16-Jul-12,NA,NA,Potamogeton amplifolius,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0436,2012,Ward,B,16-Jul-12,NA,NA,Potamogeton amplifolius,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0437,2012,Ward,C,16-Jul-12,NA,NA,Potamogeton amplifolius,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0438,2012,Ward,A,16-Jul-12,NA,NA,Pickerell Weed,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0439,2012,Ward,B,16-Jul-12,NA,NA,Pickerell Weed,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0440,2012,Ward,C,16-Jul-12,NA,NA,Pickerell Weed,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0441,2012,Ward,A,16-Jul-12,NA,NA,Najas flexilis,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0442,2012,Ward,B,16-Jul-12,NA,NA,Najas flexilis,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0443,2012,Ward,C,16-Jul-12,NA,NA,Najas flexilis,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0444,2012,Ward,C,16-Jul-12,NA,NA,Potamogeton nodosus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0445,2012,Ward,B,16-Jul-12,NA,NA,Potamogeton nodosus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0446,2012,Ward,B,16-Jul-12,NA,NA,Utricularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,leaves only (no bladder)
V-0447,2012,Ward,B,16-Jul-12,NA,NA,Utricularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,bladder of V-0446
V-0448,2012,Ward,B,16-Jul-12,NA,NA,Utricularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,whole plant
V-0449,2012,Ward,C,13-Aug-12,NA,NA,Potamogeton nodosus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0450,2012,Ward,A,13-Aug-12,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0451,2012,Ward,A,13-Aug-12,NA,NA,Arrowhead,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0452,2012,Ward,B,13-Aug-12,NA,NA,Arrowhead,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0453,2012,Ward,C,13-Aug-12,NA,NA,Arrowhead,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0454,2012,Ward,C,13-Aug-12,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0455,2012,Ward,C,13-Aug-12,NA,NA,Potamogeton amplifolius,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0456,2012,Ward,B,13-Aug-12,NA,NA,Pickerell Weed,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0457,2012,Ward,C,13-Aug-12,NA,NA,Brasenia schreberi,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0458,2012,Ward,B,13-Aug-12,NA,NA,Potamogeton nodosus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0459,2012,Ward,B,13-Aug-12,NA,NA,Nuphar variegata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0460,2012,Ward,B,13-Aug-12,NA,NA,Nymphaea odorata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0461,2012,Ward,A,13-Aug-12,NA,NA,Brasenia schreberi,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0462,2012,Ward,C,13-Aug-12,NA,NA,Nuphar variegata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0463,2012,Ward,A,13-Aug-12,NA,NA,Nuphar variegata,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0464,2012,Ward,B,13-Aug-12,NA,NA,Brasenia schreberi,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0465,2012,Ward,B,13-Aug-12,NA,NA,Potamogeton amplifolius,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0466,2012,Ward,C,13-Aug-12,NA,NA,Pickerell Weed,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0467,2012,Ward,A,13-Aug-12,NA,NA,Pickerell Weed,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0468,2012,Ward,B,13-Aug-12,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0469,2012,Ward,A,13-Aug-12,NA,NA,Potamogeton pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0470,2012,Ward,C,13-Aug-12,NA,NA,Najas flexilis,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0471,2012,Ward,A,13-Aug-12,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0472,2012,Ward,C,13-Aug-12,NA,NA,Potamogeton pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0473,2012,Ward,C,13-Aug-12,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0474,2012,Ward,C,13-Aug-12,NA,NA,Utricularia sp.,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0475,2012,Ward,A,13-Aug-12,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0476,2012,Ward,C,13-Aug-12,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0477,2012,Ward,A,13-Aug-12,NA,NA,Potamogeton amplifolius,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0478,2012,Ward,B,13-Aug-12,NA,NA,Sedge,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0479,2012,Ward,B,13-Aug-12,NA,NA,Alder,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0480,2012,Ward,A,13-Aug-12,NA,NA,Tamarack,NA,NA,NA,NA,NA,NA,NA,NA,Terrestrial,
V-0481,2012,Ward,A,13-Aug-12,NA,NA,Najas flexilis,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0482,2012,Ward,B,13-Aug-12,NA,NA,Najas flexilis,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0483,2012,Ward,B,13-Aug-12,NA,NA,Potamogeton pusillus,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
V-0484,2012,Ward,C,13-Aug-12,NA,NA,Chara,NA,NA,NA,NA,NA,NA,NA,NA,Macrophyte,
W-0084,2010,Ward,A,7-Jun-10,epi,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0085,2010,Ward,B,7-Jun-10,epi,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0086,2010,Ward,C,7-Jun-10,epi,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0087,2010,Ward,D,7-Jun-10,epi,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0088,2010,Ward,E,7-Jun-10,epi,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0089,2010,Ward,A,7-Jun-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0090,2010,Ward,B,7-Jun-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0091,2010,Ward,C,7-Jun-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0092,2010,Ward,D,7-Jun-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0093,2010,Ward,E,7-Jun-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0094,2010,Ward,E,7-Jun-10,littoral,surface,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0095,2010,Ward,E,7-Jun-10,hypo,5.5-6?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0096,2010,Ward,A,23-Jun-10,epi,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0097,2010,Ward,B,23-Jun-10,epi,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0098,2010,Ward,C,23-Jun-10,epi,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0099,2010,Ward,D,23-Jun-10,epi,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0100,2010,Ward,E,23-Jun-10,epi,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0101,2010,Ward,A,23-Jun-10,meta,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0102,2010,Ward,B,23-Jun-10,meta,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0103,2010,Ward,C,23-Jun-10,meta,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0104,2010,Ward,D,23-Jun-10,meta,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0105,2010,Ward,E,23-Jun-10,meta,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0106,2010,Ward,E,23-Jun-10,littoral,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0107,2010,Ward,E,23-Jun-10,hypo,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0119,2010,Ward,A,21-Jul-10,epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0120,2010,Ward,B,21-Jul-10,epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0121,2010,Ward,C,21-Jul-10,epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0122,2010,Ward,D,21-Jul-10,epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0123,2010,Ward,E,21-Jul-10,epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0124,2010,Ward,A,21-Jul-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0125,2010,Ward,B,21-Jul-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0126,2010,Ward,C,21-Jul-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0127,2010,Ward,D,21-Jul-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0128,2010,Ward,E,21-Jul-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0129,2010,Ward,E,21-Jul-10,littoral,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0130,2010,Ward,E,21-Jul-10,hypo,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0131,2010,Ward,A,18-Aug-10,epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0132,2010,Ward,B,18-Aug-10,epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0133,2010,Ward,C,18-Aug-10,epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0134,2010,Ward,D,18-Aug-10,epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0135,2010,Ward,E,18-Aug-10,epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0136,2010,Ward,A,18-Aug-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0137,2010,Ward,B,18-Aug-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0138,2010,Ward,C,18-Aug-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0139,2010,Ward,D,18-Aug-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0140,2010,Ward,E,18-Aug-10,meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0141,2010,Ward,E,18-Aug-10,littoral,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0142,2010,Ward,E,18-Aug-10,hypo,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0143,2012,Ward,A,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0144,2012,Ward,A,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0145,2012,Ward,B,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0146,2012,Ward,B,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0147,2012,Ward,C,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0148,2012,Ward,C,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0149,2012,Ward,A,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0150,2012,Ward,A,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0151,2012,Ward,B,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0152,2012,Ward,B,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0153,2012,Ward,C,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0154,2012,Ward,C,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0155,2012,Ward,A,14-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0156,2012,Ward,A,14-Aug-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0157,2012,Ward,B,14-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0158,2012,Ward,B,14-Aug-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0159,2012,Ward,C,14-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
W-0160,2012,Ward,C,14-Aug-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1109,2010,Ward,A,24-May-10,epi (0.5m),0.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1110,2010,Ward,B,24-May-10,epi (0.5m),0.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1111,2010,Ward,C,24-May-10,epi (0.5m),0.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1112,2010,Ward,D,24-May-10,epi (0.5m),0.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1113,2010,Ward,E,24-May-10,epi (0.5m),0.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1114,2010,Ward,A,24-May-10,meta (2.5 m),2.5,Mesocyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1115,2010,Ward,B,24-May-10,meta (2.5 m),2.5,Mesocyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1116,2010,Ward,C,24-May-10,meta (2.5 m),2.5,Mesocyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1117,2010,Ward,D,24-May-10,meta (2.5 m),2.5,Mesocyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1118,2010,Ward,E,24-May-10,meta (2.5 m),2.5,Mesocyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1119,2010,Ward,A,4-Jun-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1120,2010,Ward,B,4-Jun-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1121,2010,Ward,C,4-Jun-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1122,2010,Ward,D,4-Jun-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1123,2010,Ward,E,4-Jun-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1124,2010,Ward,A,21-Jun-10,epi (1m),1,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1125,2010,Ward,B,21-Jun-10,epi (1m),1,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1126,2010,Ward,C,21-Jun-10,epi (1m),1,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1127,2010,Ward,D,21-Jun-10,epi (1m),1,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1128,2010,Ward,E,21-Jun-10,epi (1m),1,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1129,2010,Ward,A,21-Jun-10,meta (3m),3,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1130,2010,Ward,B,21-Jun-10,meta (2.25m),2.25,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1131,2010,Ward,C,21-Jun-10,meta (3m),3,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1132,2010,Ward,D,21-Jun-10,meta (3m),3,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1133,2010,Ward,E,21-Jun-10,meta (3m),3,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1134,2010,Ward,A,22-Jun-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1135,2010,Ward,B,22-Jun-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1136,2010,Ward,C,22-Jun-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1137,2010,Ward,D,22-Jun-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1138,2010,Ward,E,22-Jun-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1139,2010,Ward,A,19-Jul-10,epi,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1140,2010,Ward,B,19-Jul-10,epi,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1141,2010,Ward,C,19-Jul-10,epi,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1142,2010,Ward,D,19-Jul-10,epi,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1143,2010,Ward,E,19-Jul-10,epi,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1144,2010,Ward,A,19-Jul-10,meta,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1145,2010,Ward,B,19-Jul-10,meta,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1146,2010,Ward,C,19-Jul-10,meta,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1147,2010,Ward,D,19-Jul-10,meta,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1148,2010,Ward,E,19-Jul-10,meta,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1149,2010,Ward,A,22-Jul-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1150,2010,Ward,B,22-Jul-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1151,2010,Ward,C,22-Jul-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1152,2010,Ward,D,22-Jul-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1153,2010,Ward,E,22-Jul-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1154,2010,Ward,A,16-Aug-10,epi,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1155,2010,Ward,B,16-Aug-10,epi,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1156,2010,Ward,C,16-Aug-10,epi,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1157,2010,Ward,D,16-Aug-10,epi,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1158,2010,Ward,E,16-Aug-10,epi,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1159,2010,Ward,A,16-Aug-10,meta,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1160,2010,Ward,B,16-Aug-10,meta,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1161,2010,Ward,C,16-Aug-10,meta,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1162,2010,Ward,D,16-Aug-10,meta,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1163,2010,Ward,E,16-Aug-10,meta,NA,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1164,2010,Ward,A,18-Aug-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1165,2010,Ward,B,18-Aug-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1166,2010,Ward,C,18-Aug-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1167,2010,Ward,D,18-Aug-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1168,2010,Ward,E,18-Aug-10,Integrated,Integrated,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1169,2012,Ward,A,18-Jun-12,Integrated,0-4,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1170,2012,Ward,B,18-Jun-12,Integrated,0-4,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1171,2012,Ward,C,18-Jun-12,Integrated,0-4,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1172,2012,Ward,A,19-Jun-12,Epi,0.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1173,2012,Ward,A,19-Jun-12,Meta,1.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1174,2012,Ward,B,19-Jun-12,Epi,0.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1175,2012,Ward,B,19-Jun-12,Meta,1.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1176,2012,Ward,C,19-Jun-12,Epi,0.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1177,2012,Ward,C,19-Jun-12,Meta,1.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1178,2012,Ward,A,19-Jun-12,Meta,1.5,Mesocyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1179,2012,Ward,B,19-Jun-12,Meta,1.5,Mesocyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1180,2012,Ward,C,19-Jun-12,Meta,1.5,Mesocyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1181,2012,Ward,A,16-Jul-12,Integrated,0-4,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1182,2012,Ward,B,16-Jul-12,Integrated,0-4,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1183,2012,Ward,C,16-Jul-12,Integrated,0-4,Chaoborus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1184,2012,Ward,A,17-Jul-12,Meta,1.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1185,2012,Ward,A,17-Jul-12,Meta,1.5,Mesocyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1186,2012,Ward,B,17-Jul-12,Meta,1.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1187,2012,Ward,B,17-Jul-12,Meta,1.5,Mesocyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1188,2012,Ward,C,17-Jul-12,Meta,1.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1189,2012,Ward,C,17-Jul-12,Meta,1.5,Mesocyclops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Z-1190,2012,Ward,A,17-Jul-12,Epi,0.5,Calanoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
